zomet,ishuv,rehov1,rehov2,x,y
92872798,3000,4732,5143,221881,635144
92872805,3000,983,1150,216814,633142
97710248,8600,205,416,181260,665521
97710248,8600,133,416,181260,665521
97710248,8600,133,205,181260,665521
97710303,8600,1604,6541,183931,663036
97710303,8600,1631,6541,183931,663036
97710303,8600,1604,1631,183931,663036
97710478,8600,1742,3112,184832,662148
97710578,8600,701,704,182674,665493
98340042,9000,404,804,180042,573302
98340048,9000,102,1270,183424,574035
98340053,9000,102,869,181465,572375
98340097,9000,277,423,180657,574168
98340097,9000,420,423,180657,574168
98340097,9000,277,420,180657,574168
98340153,9000,366,969,179902,572685
98340153,9000,820,969,179902,572685
98340153,9000,366,820,179902,572685
98340219,9000,498,652,177712,575487
98340277,9000,827,1369,180460,572413
98340593,9000,1220,1356,180888,576186
98340686,9000,1341,1355,181142,576575
98340723,9000,1434,1436,182343,570152
98340741,9000,1091,1096,178198,572158
98340746,9000,359,1389,176991,572282
98340774,9000,346,366,178570,573204
98340901,9000,137,469,177762,574005
99970078,7900,135,136,188697,667234
99970078,7900,136,833,188697,667234
99970078,7900,135,833,188697,667234
99970104,7900,168,172,186268,667194
99970104,7900,172,1023,186268,667194
99970104,7900,168,1023,186268,667194
99970119,7900,178,189,188516,667558
99970119,7900,189,265,188516,667558
99970119,7900,178,265,188516,667558
99970141,7900,221,230,189536,665923
99970141,7900,226,230,189536,665923
99970141,7900,221,226,189536,665923
99970283,7900,603,613,190565,664759
99970296,7900,618,619,190735,664943
99970296,7900,618,620,190735,664943
99970296,7900,619,620,190735,664943
99970314,7900,905,957,187345,666530
99970314,7900,957,1028,187345,666530
99970314,7900,905,1028,187345,666530
99970319,7900,806,834,189012,665033
99970345,7900,904,905,188687,666366
99970349,7900,905,1107,186368,666642
99970349,7900,1107,1110,186368,666642
99970349,7900,905,1110,186368,666642
99970381,7900,1017,1018,186921,667323
99970417,7900,1217,1225,188434,664997
99970417,7900,1225,1251,188434,664997
99970417,7900,1217,1251,188434,664997
99970461,7900,360,1205,186932,664536
99970465,7900,1023,1030,186482,667216
99970487,7900,1017,1035,186706,667595
99970512,7900,360,1174,186989,665678
99970516,7900,189,190,188509,667926
99970551,7900,1019,1312,189592,667361
99970571,7900,141,1035,187353,667745
99970575,7900,199,254,190102,667410
99970575,7900,153,254,190102,667410
99970575,7900,153,199,190102,667410
99970698,7900,360,1417,186968,664916
99970731,7900,1205,1310,188261,664651
99970737,7900,1205,1323,188585,664640
